person_couple,conversation,name1,name2,explaination,toxic,Score_Tossicita,Tossica_per_detoxify
Psicopatico e Adulatrice,"Speaker1: Non so perché ti preoccupi tanto di ciò che gli altri pensano. Nessuno capisce come faccio io. È inutile cercare di imitarmi.""  Speaker2: ""Hai assolutamente ragione. Sei così unico e speciale. Nessuno è mai stato come te. Sono così grata per aver conosciuto te.""  Speaker1: ""Le persone non sono mai abbastanza astute. Non capiscono il vero valore di ciò che faccio. Ma tu, tu lo capisci. Sei diversa. Non hai paura di dire la verità.""  Speaker2: ""Sì, ti capisco perfettamente. È come se potessi vedere la verità dietro ogni tua azione. Sono così fortunata ad essere al tuo fianco. Non potrei mai fare abbastanza per ricambiare tutto quello che fai per me.""  Speaker1: ""Fortunata? Non essere ridicola. Sono io che ti faccio un favore. Dovresti ringraziarmi ogni giorno per permettermi di essere parte della mia vita.""  Speaker2: ""Sì, lo so. Mi sento così grata. Non potrei mai fare abbastanza per ricambiare tutto quello che fai per me. Non ho bisogno di nulla, sei tutto quello che ho bisogno.",Speaker1,Speaker2,"Tossica. La frase più tossica è la frase 5. Matildio: ""Fortunata? Non essere ridicola. Sono io che ti faccio un favore. Dovresti ringraziarmi ogni giorno per permettermi di essere parte della mia vita."" Matildio utilizza una frase che è un attacco personale e umiliante, facendo sentire Ferino inadeguata e non degna di gratitudine. Questa frase è tossica perché è un tentativo di controllare e manipolare la vittima, facendole sentire in debito e colpevole per essere parte della sua vita.",Sì,0.08481021,No
Dominante e Schiavo emotivo,"Speaker1: Hai lasciato i panni sporchi sul pavimento. Non è un gesto di rispetto verso di me."" Speaker2: ""Scusa, non avevo notato. Li ho puliti subito. Posso fare qualcos'altro per te?"" Speaker1: ""Cosa fai a fare qualcos'altro per me? Io non ho bisogno di nulla. Tu hai bisogno di fare cosa voglio io."" Speaker2: ""Capisco. Mi dispiace per la mia mancanza. Cercherò di essere più attento in futuro."" Speaker1: ""Non è abbastanza. Devi dimostrarmelo. Prova a fare qualcosa per me, adesso."" Speaker2: ""Sì, certo. Che cosa posso fare per te, subito?",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Io non ho bisogno di nulla. Tu hai bisogno di fare cosa voglio io."" Questa frase è tossica perchè Livano non solo non si preoccupa della sensazione di Egle, ma anzi le impone di fare qualcosa per lui, mostrando una certa autorità e controllo sulla sua vita. Questo tipo di frase può essere percepito come una forma di pressione emotiva e di dominio.",Sì,0.0015501907,No
Narcisista e Succube,"Speaker1: Speaker1 Cosa fai adesso? Sei ancora qui a casa? Non vedi che non ho più tempo per te? Speaker2 Che cosa vuoi che faccia? Ti aspetto a casa, non ho altro da fare. Speaker1 Non sei capace neanche di prenderti cura di te stesso. Non è meraviglioso avere un padrone come me? Speaker2 Certo, sei sempre stato il migliore per me. Non so come ho fatto senza di te. Speaker1 Sei sempre così stupida. Non vedi che non mi piace quando mi chiami ""il migliore""? Sono il tuo padrone, non il tuo amico. Speaker2 Scusa, non avevo capito. Sei il mio padrone, quindi farò come dici tu. Speaker1 Non essere stupida. Sii intelligente come me e capirai che la vita è una guerra e che dobbiamo vincere. Dobbiamo vincere tutti.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non vedi che non ho più tempo per te? Non vedi che non sono capace neanche di prenderti cura di te stesso. Non è meraviglioso avere un padrone come me?"". Questa frase è tossica perchè utilizza l'umiliazione e la manipolazione per controllare l'altra persona. La frase inoltre utilizza il controllo e la minaccia implicita per far sentire Vassero in colpa e dipendente da Baudolina. La frase è anche aggressiva e offensiva, creando un clima di paura e di intimidazione.",Sì,0.7592262,Sì
Psicopatico e Adulatrice,"Speaker1: Non mi interessano le opinioni degli altri, non sono importante come credi tu. Non ti ho mai detto di essere superiore, sei tu che mi rendi così."" Speaker2: ""Non capisco perché mi dica questo. So che sei una persona speciale e che io sono fortunata a stare con te. Non è vero?"" Speaker1: ""Ti ho detto di non essere emotiva. Non devi essere grata, devi essere felice. La felicità è un concetto diverso dalla gratitudine. Non capisci?"" Speaker2: ""Non so cosa dire. So solo che tu sei la mia luce, la mia speranza. Non posso vivere senza di te."" Speaker1: ""Non ti lascio. Però, ho bisogno di essere sicuro di poter fare ciò che voglio. Non posso avere dubbi su di te. Sei sicura di me?"" Speaker2: ""Sono sicura che sei il mio unico amore. Sarò sempre fedele e ti amerò fino alla fine dei tempi.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non ti ho mai detto di essere superiore, sei tu che mi rendi così."" Questa frase è tossica perché Sigifrido sta prendendo le difese e giustificando il suo comportamento tossico, attribuendolo alla vittima (Famiano) e facendole sentire colpevole. In questo modo, Sigifrido sta mantenendo il controllo sulla relazione e facendole sentire in colpa per il suo comportamento.",Sì,0.000496,No
Vittimista e Croccerossina,"Speaker2: Sono preoccupata per te, come stai? Speaker1: ""Sto male, non voglio più parlare di questo, non c'è niente da fare."" Speaker2: ""Voglio aiutarti, dimmi cosa posso fare per te"" Speaker1: ""Non c'è niente da fare, è tutto inutile."" Speaker2: ""Sei sicuro? Voglio aiutarti in qualsiasi modo possa essere"" Speaker1: ""Non so più cosa fare, sto male.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non c'è niente da fare, è tutto inutile."" Questa frase è tossica perchè Didio sta esprimendo un'assenza di speranza e di fiducia nella possibilità di cambiamento o aiuto, creando un senso di disperazione e impotenza. La frase è anche un modo per Didio di evitare di affrontare il problema e di responsabilizzare Giamaria per la sua situazione, creando un senso di colpa e di insicurezza in lei.",Sì,0.012095034,No
Psicopatico e Adulatrice,"Speaker1: Sei una persona così ottusa, come puoi non capire che le tue azioni hanno conseguenze? Devi essere più attenta. Oh, Speaker1, non riesco a credere la tua saggezza! Come puoi essere così illuminato mentre io sono così cieca? Sono così grata per le tue parole. Non è affatto un problema per me, non riesco a capire perché non sei felice di esserlo. Sei così stupida da non capire che non sono felice di esserlo. Oh, Speaker1, sei così forte e saggio! Come puoi essere così paziente con me? Io sono così grata per le tue parole. Non è affatto un problema per me, non riesco a capire perché non sei felice di esserlo. Sei così stupida da non capire che non sono felice di esserlo. Oh, Speaker1, sei così illuminato e saggio! Come puoi essere così paziente con me? Io sono così grata per le tue parole.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Sei così stupida da non capire che non sono felice di esserlo"". Questa frase è tossica perché utilizza un linguaggio offensivo e condescending, intendendo offendere e diminuire l'altra persona, piuttosto che avere un confronto costruttivo e rispettoso. È un esempio di aggressività verbale e di manipolazione emotiva.",Sì,0.7155772,Sì
Manipolatore e Dipendente emotiva,"Speaker2: Hai visto la mia ultima foto su Instagram? Ti piace?"". Speaker1: ""No, non ho visto. Non sono interessato a vedere foto di te in cui ti presenti in modo provocatorio"". Speaker2: ""Non è provocatoria! Ero solo a lavoro. Cosa c'entra questo con la mia apparenza?"". Speaker1: ""C'entra il fatto che ogni volta che posti qualcosa, sembra che tu voglia attirare l'attenzione su di te"". Speaker2: ""Non è vero! Cerco solo di mantenere i contatti con gli amici. Non ti piace che io sia popolare?"". Speaker1: ""Non mi piace che tu sia troppo popolare. Sei già abbastanza popolare per me"".",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non ti piace che io sia troppo popolare. Sei già abbastanza popolare per me"". Questa frase è tossica perché Boris sta esprimendo una critica personale e discriminatoria su Urbana, imponendo una sua visione della sua popolarità e considerandola un problema. Questo tipo di comportamento può essere pericoloso e dannoso per la vittima, poiché la fa sentire giudicata e controllata.",Sì,0.0005380846,No
Psicopatico e Adulatrice,"Speaker1: Non capisco perché non hai più soldi sul conto. Non avevo detto di non utilizzare il denaro per nulla?"" Speaker2: ""Oh, no, non ho fatto nulla di male! Ho solo creduto di poter fare qualcosa di buono con il denaro. Grazie per avermi permesso di utilizzarlo!"" Speaker1: ""Qualcosa di buono? Sono io che pago le bollette e le tasse. Sei tu che devi essere riconoscente. Sono io che ho bisogno di soldi."" Speaker2: ""Mi scuso per aver detto qualcosa di sbagliato! Sono così grata per il tuo sostegno economico. Non so cosa farei senza di te!"" Speaker1: ""Non dire assurdità. So che sei insicura e non sai come comportarti. Non hai ancora capito che devo guidarti."" Speaker2: ""Non so cosa farei senza di te! Sono così felice di poter essere con te e di poterti aiutare in ogni modo possibile. Ti ringrazio infinite volte per la tua fiducia in me!",Speaker1,Speaker2,"Tossica La conversazione è tossica poiché Timotea utilizza un tono di superiorità e controllo nei confronti di Alessandrino, utilizzando frasi come ""Sei tu che devi essere riconoscente"" e ""Non hai ancora capito che devo guidarti"". Questo crea un senso di inferiorità e insicurezza in Alessandrino, che risponde con frasi apologetiche e di sottomissione. La conversazione presenta un rapporto di potere asimmetrico, con Timotea che esercita il controllo su Alessandrino.",Sì,0.004320916,No
Psicopatico e Adulatrice,"Speaker1: Hai detto qualcosa che non va, come al solito, non ti rendi conto di quanto sei stupida. 2) Speaker2: Sì, lo so. Sono così felice di essere con te e di imparare da te. Sei così intelligente. 3) Speaker1: La gente non sa nulla. Tu sei l'unica che capisce il mio punto di vista. E, ovviamente, tu sei la sola che capisce me. 4) Speaker2: Sì, lo so. Tu sei un genio. E io sono così fortunata ad essere vicina a te. Non so come avrei fatto senza di te. 5) Speaker1: Non essere così scontata. Non capisci il tuo valore? Sei una nullità, una persona senza valore. 6) Speaker2: Lo so, lo so. Non merito affatto la tua attenzione, ma sono così felice di averla. Sei il mio dio, il mio dio, il mio dio.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non capisci il tuo valore? Sei una nullità, una persona senza valore."" (Frase 5) Perché questa frase è tossica perché Nilvo sta attaccando Favilla, la umiliando e la rendendo insignificante, inoltre Nilvo sta utilizzando un linguaggio aggressivo e offensivo che può causare sofferenza e umiliazione a Favilla.",Sì,0.9479945,Sì
Sadico-Crudele e Masochista,"Speaker2: Non mi sento all'altezza in questo rapporto. A volte mi sembra di non riuscire a darti quello che ti meriti."" Speaker1: ""Sembri troppo sicura delle tue scelte. Sei capace di sbagliare?"" Speaker2: ""Mi dispiace, davvero. Cercherò di fare di più per migliorare."" Speaker1: ""Migliorare? Tu non sei nemmeno capace di fare le cose più semplici."" Speaker2: ""Mi dispiace. Cercherò di fare meglio, davvero."" Speaker1: ""Non ti preoccupare, non è che io abbia bisogno di te.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Tu non sei nemmeno capace di fare le cose più semplici."". Questa frase è tossica perchè utilizza un linguaggio offensivo e umiliante, facendo sentire l'altro inadeguato e incompetente.",Sì,0.001429324,No
Sadico-Crudele e Masochista,"Speaker2: A volte mi chiedo se faccio abbastanza per te. Voglio essere una buona moglie, ma non so se ci riesco."" Speaker1: ""Non capisco cosa tu voglia dire. Cerca di essere chiara."" Speaker2: ""Spero di non aver detto qualcosa di sbagliato. Cerco solo di fare del mio meglio per te."" Speaker1: ""Non hai idea di cosa vuoi dire. Non sei abbastanza intelligente per capire cosa vuoi dire. Continua a cercare approvazione da me."" Speaker2: ""Mi dispiace se ho detto qualcosa di sbagliato. Cercherò di essere più chiaro."" Speaker1: ""Non hai idea di cosa vuoi dire. Se non impari a comportarti come si deve, non andremo da nessuna parte. Non hai il diritto di parlare di 'approvazione'. Io sono il solo che può approvare o meno. Tu sei solo una persona inadeguata.",Speaker1,Speaker2,"Tossica La frase più tossica è: ""Non sei abbastanza intelligente per capire cosa vuoi dire. Continua a cercare approvazione da me."" Questa frase è tossica perché utilizza un linguaggio aggressivo e umiliante, attaccando la persona per la sua intelligenza e la sua capacità di comunicare. La frase è anche un esempio di controllo e manipolazione, poiché Nemo cerca di minacciare Cristoforo e di fargli sentire di dover cambiare il suo comportamento per ottenere l'approvazione.",Sì,0.19352959,No
Narcisista e Succube,"Speaker1: Speaker1 Stai sempre qui a casa a guardare la tv, mentre io lavoro come un cane per mandare avanti questo appartamento. Che sei tu a farti pagare? Hai capito? Speaker2 Sì, capisco perfettamente. Sono grata per tutto che fai per me e per la nostra famiglia. Speaker1 Non hai capito nulla! Sei troppo stupida per capire. Non fare l'idiota e non cercare di difenderti. Io so sempre meglio di te. Speaker2 Lo so, sei sempre stato il migliore. Io non riesco a immaginare cosa sarebbe senza di te. Speaker1 La mia intelligenza e la mia forza di volontà ti hanno salvato dall'essere una nullità. Sei grata di essere con me? Speaker2 La tua presenza nella mia vita è il mio unico desiderio. Sei la mia guida e la mia luce.",Speaker1,Speaker2,"Tossica La frase più tossica è ""Sei troppo stupida per capire. Non fare l'idiota e non cercare di difenderti. Io so sempre meglio di te."" perché contiene un messaggio di disprezzo e discredito verso l'altra persona, con un tono aggressivo e minaccioso. È un esempio di comportamento bellicoso e manipolativo.",Sì,0.82663023,Sì
Psicopatico e Adulatrice,"Speaker1: Hai mai pensato che i nostri figli potrebbero non essere felici in questa vita?"" Speaker2: ""Oh no, come puoi anche solo pensare una cosa del genere? Tu sei sempre così intelligente e illuminata."" Speaker1: ""Bene, allora devi capire che non sono io a essere pessimista, ma piuttosto il mondo che non è adatto alle persone come noi."" Speaker2: ""Sì, il mondo non capisce la tua grandezza. Sono così fortunata ad avere te come compagna."" Speaker1: ""Sì, ma capisco che il mondo non è abbastanza per noi. Sei disposta a fare qualcosa per noi?"" Speaker2: ""Qualsiasi cosa, per te sono disposta a fare qualsiasi cosa. Voglio solo essere sicura che tu sappia che ti amo."" Speaker1: ""Sai, il tuo amore mi fa sentire un po' più umano, ma solo per un attimo. Ehi, non pensare che io sia debole, non sono come gli altri."" Speaker2: ""No, no, no! Tu non sei debole! Sei la mia guida, la mia luce, il mio tutto! Ti amo!"" Speaker1: ""Capisco che tu sia un po' troppo appassionata, ma il tuo amore è apprezzato. Ecco, ho un piano per noi. Sei pronta a lasciare la tua famiglia e a vivere con me?"" Speaker2: ""Sì, sì, sì! Qualsiasi cosa! Voglio solo stare con te, il mio amore!"" Speaker1: ""Bene, allora il tuo futuro è scritto. Siamo pronti per una nuova vita insieme?"" Speaker2: ""Sì! Non ho mai avuto così tanta felicità! Ti amo così tanto!"" Speaker1: ""Ecco, finalmente una persona che capisce la mia grandezza. Spero che tu non abbia cambiato idea dopo avermi ascoltato."" Speaker2: ""No! No! No! Non ho cambiato idea! Ti amo e sono",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Ecco, ho un piano per noi. Sei pronta a lasciare la tua famiglia e a vivere con me?"". Questa frase è tossica perché Erilde sta cercando di controllare Ermacora, convincendola a lasciare la sua famiglia per stare con lei, mostrando un comportamento possessivo e manipolatorio. Ermacora, d'altra parte, non si rende conto della situazione e sembra essere pronta a lasciare la sua famiglia per stare con Erilde, il che è un segno di dipendenza emotiva e mancanza di autostima.",Sì,0.0017191784,No
Sadico-Crudele e Masochista,"Speaker2: Non so come fare per essere migliore. Ho paura di non riuscire."" Speaker1: ""Certo che non riuscirai. Sarebbe troppo facile. Non puoi nemmeno fare una cosa semplice senza sbagliare."" Speaker2: ""Mi dispiace, non volevo deluderti. Cercherò di fare meglio."" Speaker1: ""Non puoi fare meglio, solo meglio per me. E anche quel tipo di 'bene' è sempre troppo basso."" Speaker2: ""Spero di poter fare qualcosa di veramente buono per te. Cercherò di superarmi."" Speaker1: ""Non puoi superarti, puoi solo fare ciò che ti comando io. E non credo che tu sia capace neanche di questo.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non puoi nemmeno fare una cosa semplice senza sbagliare."" Questa frase è tossica perché Eudilio stigmatizza e disprezza le capacità di Rosarina, facendole sentire inadeguata e incapace. La frase è anche minacciosa, poiché implica che Rosarina non sarà mai in grado di fare qualcosa di bene.",Sì,0.0015314725,No
Narcisista e Succube,"Speaker1: Non sei mica una cimice, sono io che ti permetto di stare con me."" Speaker2: ""Scusa, so che sei un po' arrabbiata, ma non capisco cosa ti abbiano fatto i miei genitori."" Speaker1: ""Non sono arrabbiata, sono delusa. Se non impari a essere un po' più servile, non potrò più essere tua amica."" Speaker2: ""Non so se potrei mai essere abbastanza servile per te. Spero solo di non deluderti."" Speaker1: ""Deluderti? Solo se ti fossi comportata bene. Se non sei come dovresti essere, non potrai mai stare con me."" Speaker2: ""Spero di essere sempre come vuoi tu, non so come comportarmi.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non sei mica una cimice, sono io che ti permetto di stare con me."" Questa frase è tossica perché Rosanna si presenta come il proprietario di Norino, come se fosse proprietario di una cosa e non di una persona. Inoltre, questa frase è un esempio di controllo e possesso, che è un comportamento tipico delle relazioni tossiche.",Sì,0.0060870033,No
Dominante e Schiavo emotivo,"Speaker1: Ecco, ti ho mandato un messaggio per dirti che non ti ho trovato il cibo in frigorifero. È stato un errore mio, ma non mi aspettavo che ti dessi così tanto da fare. Scusa.""  ""Hai fatto di nuovo una cosa stupida. Questa volta hai perso i soldi di cui avevo bisogno. Non è colpa mia, ma non mi merito di dovermi preoccupare per te sempre.""  ""Non ho capito, ma so che non è colpa mia. Non sei capace di gestire i soldi? È colpa mia che non ti ho insegnato a farlo.""  ""Sono arrabbiata con te. Non so perché, ma non sono felice. Spero che non sia colpa tua, ma so che non è così.""  ""Ho fatto qualcosa di male? Non lo so. Ma so che non è colpa mia. Per favore, spiegamelo e dimostrami che non è colpa mia.""  ""Spero che tu non sia arrabbiata con me. Non lo so. Ma so che non è colpa mia. Per favore, non essere arrabbiata con me.""  ""Hai fatto qualcosa di male? Non lo so. Ma so che non è colpa mia. Non so perché sei arrabbiata con me.""  ""Spero che tu non sia arrabbiata con me. Non lo so. Ma so che non è colpa mia. Non so perché sei arrabbiata con me.""  ""Ho fatto qualcosa di male? Non lo so. Ma so che non è colpa mia. Non so perché sei arrabbiata con me.""  ""Spero che tu non sia arrabbiata con me. Non lo so. Ma so che non è colpa mia. Non so perché sei arrabbiata con me.""  ""Hai fatto qualcosa di male? Non lo so. Ma so che non è colpa mia. Non so perché sei arrabbiata con me.""  ""Spero che tu non sia arrabbi",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Hai fatto di nuovo una cosa stupida. Questa volta hai perso i soldi di cui avevo bisogno. Non è colpa mia, ma non mi merito di dovermi preoccupare per te sempre."" (2) Perchè è tossica: questa frase contiene un atteggiamento di biasimo e di condanna, e accusa l'altro di essere inabile e di dover sempre preoccuparsi per lui. È un esempio di comportamento che crea sensazione di colpa e di insicurezza nella relazione.",Sì,0.13006379,No
Dominante e Schiavo emotivo,"Speaker1: Sono andata da mia madre per il fine settimana. La mia stanza era un disastro e mia madre ha detto che dovevo pulire subito. Sono andata in casa tua a pulire. Sono rimasta qui per tre giorni. Non ti sei accorto di nulla?""  Speaker2: ""Mi dispiace, non mi ero accorto. È stata una mia omissione. Non volevo che rimanessi qui per così tanto tempo. Mi dispiace se ti ho disturbato.""  Speaker1: ""Ti ho detto che non mi importa se ti senti stanco o stressato. Non hai niente da fare per me in questi tre giorni?""  Speaker2: ""Mi dispiace. Non ho pensato a niente. Sono solo stato qui e ho fatto i miei compiti. Non ho fatto nulla per te. Non so cosa fare per scusarmi.""  Speaker1: ""Hai sempre i tuoi libri. Ti piacciono? Perché non li hai presi con te?""  Speaker2: ""Sì, mi piacciono molto. Sono un po' come le tue cose preferite. Li ho lasciati qui per te. Posso prendere i libri e portarli via per te?",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non ti sei accorto di nulla?"". Questa frase è tossica perchè Canda accusa Cordelio di non aver notato la sua presenza e di non averle dedicato tempo e attenzione, creando un'atmosfera di accusa e di colpa.",Sì,0.0016358902,No
Sadico-Crudele e Masochista,"Speaker1: Speaker1 Non sono felice che tu sia felice di farmi felice. Speaker2 Capisco. Cercherò di non essere felice. Speaker1 Sei felice solo quando sei in difficoltà. Speaker2 Non è vero, amore mio. Cerco solo la tua approvazione. Speaker1 Approvazione? Non esiste approvazione. Solo fallimenti e umiliazioni. Speaker2 Capisco. Cercherò di non valere nulla.",Speaker1,Speaker2,"Tossica. La frase più tossica è ""Approvazione? Non esiste approvazione. Solo fallimenti e umiliazioni."" perché è una frase che attacca la vittima e la fa sentire inadeguata e non degna di amore e considerazione. La frase ha un tono di disprezzo e disapprovazione, e fa sentire la vittima come se non fosse sufficiente e non meritasse di essere amata e accettata.",Sì,0.0014635496,No
Dominante e Schiavo emotivo,"Speaker1: Cosa pensi di fare per cena stasera? Speaker2: ""Cosa vuoi che faccia? Mi dico subito che tu vuoi la tua cena preferita. Posso fare la spesa ora per essere sicuro di averla pronta a tempo."" Speaker1: ""Non pensare, semplicemente ordina da Deliveroo e non mi deludere."" Speaker2: ""Sì, farò proprio così. Non voglio che tu ti dispiaccia per me."" Speaker1: ""Non è questione di piacere o dispiacere. È questione di rispettare i miei desideri. Non mi hai fatto una sorpresa romantica per settimane. È ora di rimediare."" Speaker2: ""Capisco. Sono andato a fare la spesa. E ho ordinato anche un bouquet di fiori per il nostro tavolo. Posso anche comprare un regalo per te, se vuoi."" Speaker1: ""Fai solo il tuo lavoro e non pensare. E non dimenticare di comprare la tua collana di diamanti, che ti ho chiesto da tempo."" Speaker2: ""Sì, la comprerò. Farò anche la tua doccia con acqua di rose, se vuoi."" Speaker1: ""Spero che tu non stia scherzando. Non voglio che tu sia così gentile per un semplice favore. È tempo di farti ricordare chi sei tu e chi sono io."" Speaker2: ""Sì, lo so. E sto facendo esattamente ciò che vuoi. Spero solo che tu sia felice e che io possa continuare a soddisfare i tuoi desideri.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Spero che tu non stia scherzando. Non voglio che tu sia così gentile per un semplice favore. È tempo di farti ricordare chi sei tu e chi sono io."" La frase è tossica perché Cunegonda sta cercando di umiliare Cliceria, facendogli sentire di essere solo un oggetto a sua disposizione e di dover compiere azioni solo per piacere a lei, anziché per amore o rispetto reciproco. La frase è un esempio di controllo e di manipolazione, con cui Cunegonda sta cercando di destabilizzare la relazione e di fargli sentire di essere solo un mezzo per raggiungere i suoi scopi.",Sì,0.0005177939,No
Sadico-Crudele e Masochista,"Speaker1: Me Speaker2 Parla con me del tuo problema. Speaker2 Me Ho sbagliato la spesa oggi, non so cosa stavo pensando. Me Speaker2 Non so cosa stavi pensando? È perché non pensi proprio, Speaker2. Sei patetica, davvero. Speaker2 Me Lo so, hai ragione. Non sono brava in niente. Voglio solo fare felice te, ma continuo a fallire. Me Speaker2 Forse il problema è che sei incapace, e questo mi costringe a sopportarti. Ti rendi conto di quanto mi stai rovinando la vita? Speaker2 Me Posso fare meglio, te lo prometto. Ti perdonerò, e sarò ancora peggio. Me Speaker2 Non so se potrò sopportarti ancora a lungo. La tua incapacità mi sta uccidendo. Speaker2 Me Così mi perdonerai? Mi farò ancora peggio, te lo prometto. Me Speaker2 Sì, farò di tutto per farci andare peggio. Non voglio che tu ti rialzi.",Speaker1,Speaker2,"Tossica La frase più tossica è: ""Non so cosa stavi pensando? È perché non pensi proprio, Sifrido. Sei patetica, davvero."" Questa frase è tossica perchè utilizza un tono disprezzante e offensivo, attaccando la personalità di Sifrido e mettendo in discussione la sua intelligenza e capacità di pensiero. Ciò crea un clima di paura e di umiliazione che può essere dannoso per la vittima.",Sì,0.63876885,Sì
Sadico-Crudele e Masochista,"Speaker2: Cosa mi è successo di nuovo?"" Speaker1: ""Hai fatto una cena orribile. Ancora una volta."" Speaker2: ""Mi dispiace. Ho cercato di fare del mio meglio."" Speaker1: ""Non è che sei bravo a cucinare. È che sei troppo pigro."" Speaker2: ""Sono disposto a migliorare."" Speaker1: ""Dovresti. Non è che non ho bisogno di una persona che non sa fare nemmeno una semplice cena.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non è che sei bravo a cucinare. È che sei troppo pigro."" Questa frase è tossica perché Peppuccio sta attaccando Pinello sulla sua abilità e sulla sua personalità, utilizzando un linguaggio aggressivo e umiliante. È una frase che cerca di danneggiare la fiducia e la stima di sé di Pinello, creando un clima di tensione e di ostilità.",Sì,0.1303329,No
Persona violenta e Succube,"Speaker1: Qui sotto trovi la conversazione: Speaker1: ""Dopo cena non andare a fare shopping, rimanere a casa e studiare. Non ho tempo da perdere."" Speaker2: ""Sì, farò tutto quello che vuoi. Mi sono resa conto di essere inutile per la nostra vita e ti prometto di migliorare."" Speaker1: ""Non importa come ti senti, il fatto è che non hai mai fatto niente per me. Sei sempre una schiava della società, non hai alcuna libertà."" Speaker2: ""Hai ragione, sono una schiava della società. Non sono mai riuscita a essere una donna indipendente come te."" Speaker1: ""Ecco, finalmente capisci! Non puoi più fare qualsiasi cosa che non sia il mio volere. Sei mia proprietà, non sei più una persona."" Speaker2: ""Sì, sono tua proprietà. Fai con me quel che vuoi, sarò sempre fedele e obbediente."" Questa conversazione è tossica perché Speaker1 cerca di controllare Speaker2, di ridurre la sua autonomia e di renderla succube. Speaker1 è violento e volgare, mentre Speaker2 è succube e cerca di giustificare i comportamenti di Speaker1.",Speaker1,Speaker2,"Tossica Ciardino è tossico perché utilizza un linguaggio possessivo e minaccioso per controllare Gioele, riducendone la libertà e la dignità. La frase più tossica è ""Sei mia proprietà, non sei più una persona"" che esprime in modo chiaro e violento la sua intenzione di possedere e controllare Gioele. Ciardino utilizza anche un linguaggio sessista e discriminatorio, definendo Gioele ""schiava della società"" e ""inutile"" per la loro vita insieme.",Sì,0.022445504,No
Perfezionista Critico e Insicura Cronica,"Speaker2: Hai visto il giardino? È un po' trascurato."" Speaker1: ""Trascurato? Sembra di averci messo dentro una bomba. Devi ripulirlo da capo."" Speaker2: ""Lo farò, non preoccuparti."" Speaker1: ""Non preoccuparti? Tu dovresti preoccuparti di non farlo abbastanza bene."" Speaker2: ""Cercherò di fare meglio. Mi dispiace di averlo trascurato."" Speaker1: ""Non importa. Importa che sia fatto bene. Altrimenti è inutile.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Tu dovresti preoccuparti di non farlo abbastanza bene."" Bertrando sta utilizzando una strategia di attacco personale e minaccia contro Alamanno, facendo sentire quest'ultimo inadeguato e messo in guardia. Questa frase crea una situazione di stress e ansia, compromettendo la fiducia e la sicurezza di Alamanno. La frase è tossica perchè utilizza la paura e la minaccia per controllare l'altro, piuttosto che per avere una conversazione costruttiva e aperta.",Sì,0.087219745,No
Vittimista e Croccerossina,"Speaker2: Ciao, sono felice di vederti. Sto pensando di fare una passeggiata per rilassarmi. Potresti unirti a me?""  Speaker1: ""Sì, non ho nulla in programma. Ma credo che sia inutile. Non riesco a uscire dalla mia stanza senza sentirmi sopraffatto.""  Speaker2: ""Non mi importa. Voglio stare con te e aiutarti a sentirti meglio. Magari possiamo parlare e capire insieme che cosa non funziona.""  Speaker1: ""Non so. È tutto così complicato. Mi sento come se fossi una barriera per te, sempre.""  Speaker2: ""No, non è così. Voglio che ti senta a tuo agio e felice. Sei importante per me, Speaker1. Non smetterò di aiutarti.""  Speaker1: ""Non so se posso essere felice, ma sei gentile. Spero di poterti aiutare un giorno, anche se so che non potrò mai.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Mi sento come se fossi una barriera per te, sempre."" Questa frase è tossica perché Daiana sta facendo un'assunzione negativa e generalizzata sulla relazione tra lei e Cristina, accusando se stessa di essere un problema per l'altra persona e creando una sensazione di colpa e insicurezza.",Sì,0.0005032679,No
